ExamId,Type,Date,TotalMarks,CourseId
4667,Quiz,2025-03-09,100,136
4668,Quiz,2025-01-04,30,604
4669,Midterm,2025-04-19,20,774
4670,Quiz,2025-10-02,20,194
4671,Final,2025-07-06,20,21
4672,Quiz,2025-12-13,30,788
4673,Quiz,2025-01-29,20,734
4674,Midterm,2025-03-29,50,911
4675,Final,2025-03-26,100,781
4676,Quiz,2025-06-03,50,263
4677,Quiz,2025-06-01,100,798
4678,Final,2025-12-05,100,673
4679,Midterm,2025-06-01,30,341
4680,Quiz,2025-06-19,100,629
4681,Midterm,2025-06-05,100,55
4682,Quiz,2025-08-16,50,96
4683,Midterm,2025-05-11,20,662
4684,Final,2025-11-07,50,183
4685,Final,2025-06-20,20,604
4686,Midterm,2025-01-24,30,64
4687,Midterm,2025-11-16,50,175
4688,Midterm,2025-10-04,50,1
4689,Quiz,2025-12-21,30,805
4690,Final,2025-08-23,20,373
4691,Midterm,2025-09-11,100,252
4692,Quiz,2025-07-17,100,886
4693,Quiz,2025-09-05,20,601
4694,Quiz,2025-10-27,20,294
4695,Final,2025-01-22,30,833
4696,Quiz,2025-05-09,100,186
4697,Midterm,2025-08-26,100,590
4698,Final,2025-04-13,100,557
4699,Quiz,2025-03-19,30,171
4700,Quiz,2025-10-20,100,537
4701,Midterm,2025-04-03,100,594
4702,Final,2025-01-23,30,805
4703,Final,2025-08-27,50,661
4704,Quiz,2025-09-26,20,219
4705,Final,2025-03-30,50,636
4706,Midterm,2025-09-05,100,366
4707,Quiz,2025-07-02,50,580
4708,Midterm,2025-01-30,50,221
4709,Quiz,2025-12-29,50,659
4710,Quiz,2025-09-03,20,304
4711,Final,2025-02-01,30,739
4712,Final,2025-01-02,50,139
4713,Quiz,2025-10-25,50,72
4714,Quiz,2025-02-26,50,343
4715,Quiz,2025-11-14,30,641
4716,Final,2025-01-16,30,660
4717,Quiz,2025-01-17,100,802
4718,Quiz,2025-01-18,100,792
4719,Midterm,2025-07-20,100,163
4720,Quiz,2025-11-27,20,238
4721,Quiz,2025-02-25,30,42
4722,Final,2025-02-09,100,611
4723,Final,2025-03-25,20,363
4724,Final,2025-12-18,20,915
4725,Final,2025-07-15,100,237
4726,Final,2025-12-07,30,421
4727,Quiz,2025-02-01,20,73
4728,Final,2025-09-16,100,893
4729,Final,2025-06-01,50,87
4730,Midterm,2025-10-28,50,835
4731,Final,2025-06-20,100,925
4732,Midterm,2025-12-30,30,529
4733,Final,2025-10-29,30,842
4734,Midterm,2025-04-04,30,357
4735,Final,2025-11-12,20,751
4736,Midterm,2025-08-21,20,38
4737,Final,2025-03-19,100,260
4738,Final,2025-07-13,30,611
4739,Midterm,2025-02-19,30,142
4740,Midterm,2025-01-30,100,634
4741,Final,2025-04-16,100,629
4742,Final,2025-03-13,100,54
4743,Final,2025-07-29,50,912
4744,Quiz,2025-09-08,30,472
4745,Quiz,2025-09-20,100,238
4746,Final,2025-10-05,100,366
4747,Quiz,2025-10-11,30,216
4748,Quiz,2025-07-12,30,840
4749,Midterm,2025-08-01,30,465
4750,Final,2025-08-21,30,563
4751,Midterm,2025-10-15,20,159
4752,Quiz,2025-10-02,50,398
4753,Midterm,2025-05-03,20,751
4754,Midterm,2025-07-12,50,901
4755,Final,2025-11-02,50,57
4756,Midterm,2025-03-08,100,500
4757,Quiz,2025-07-26,20,462
4758,Quiz,2025-02-06,100,752
4759,Final,2025-07-26,50,552
4760,Final,2025-02-18,20,183
4761,Final,2025-07-25,100,243
4762,Quiz,2025-10-06,100,134
4763,Final,2025-09-06,50,196
4764,Final,2025-08-21,100,352
4765,Quiz,2025-04-24,100,157
4766,Midterm,2025-09-20,30,351
4767,Quiz,2025-03-15,50,594
4768,Midterm,2025-07-14,20,397
4769,Midterm,2025-12-25,30,841
4770,Final,2025-08-01,20,530
4771,Midterm,2025-04-25,30,932
4772,Final,2025-07-01,100,417
4773,Final,2025-10-26,30,658
4774,Quiz,2025-11-19,30,623
4775,Midterm,2025-01-22,100,455
4776,Quiz,2025-05-07,50,512
4777,Midterm,2025-07-04,50,36
4778,Final,2025-04-24,100,793
4779,Final,2025-07-03,50,123
4780,Midterm,2025-07-21,20,76
4781,Final,2025-05-02,50,844
4782,Quiz,2025-05-18,50,120
4783,Midterm,2025-11-29,20,877
4784,Midterm,2025-05-28,30,474
4785,Quiz,2025-03-11,100,102
4786,Midterm,2025-11-26,30,168
4787,Final,2025-06-15,30,170
4788,Quiz,2025-12-07,100,725
4789,Midterm,2025-07-21,20,924
4790,Midterm,2025-01-17,50,447
4791,Quiz,2025-01-25,100,409
4792,Final,2025-08-26,100,949
4793,Quiz,2025-08-19,30,896
4794,Quiz,2025-03-22,50,356
4795,Final,2025-09-24,50,408
4796,Final,2025-04-09,20,555
4797,Final,2025-09-14,30,40
4798,Quiz,2025-12-23,20,203
4799,Midterm,2025-02-10,50,151
4800,Quiz,2025-04-07,30,272
4801,Final,2025-12-10,30,715
4802,Final,2025-07-07,20,155
4803,Quiz,2025-02-21,20,242
4804,Midterm,2025-05-16,50,100
4805,Midterm,2025-04-28,30,815
4806,Quiz,2025-04-02,50,773
4807,Quiz,2025-06-17,100,496
4808,Quiz,2025-04-19,30,939
4809,Final,2025-10-31,30,491
4810,Midterm,2025-10-01,100,204
4811,Quiz,2025-03-14,50,138
4812,Final,2025-11-28,100,854
4813,Final,2025-04-01,20,85
4814,Midterm,2025-04-14,30,2
4815,Quiz,2025-02-23,50,260
4816,Midterm,2025-07-25,50,21
4817,Midterm,2025-02-07,100,528
4818,Final,2025-08-07,100,240
4819,Final,2025-06-20,100,847
4820,Midterm,2025-08-03,20,318
4821,Quiz,2025-04-10,100,671
4822,Final,2025-05-10,100,283
4823,Midterm,2025-03-05,50,50
4824,Final,2025-11-28,30,920
4825,Final,2025-05-15,30,160
4826,Final,2025-04-30,50,870
4827,Midterm,2025-11-10,30,443
4828,Midterm,2025-07-26,20,860
4829,Midterm,2025-07-14,20,816
4830,Final,2025-09-02,100,243
4831,Midterm,2025-12-24,30,183
4832,Final,2025-03-02,50,219
4833,Quiz,2025-05-05,30,468
4834,Final,2025-12-21,20,702
4835,Final,2025-11-29,20,564
4836,Final,2025-01-09,50,294
4837,Midterm,2025-11-15,100,414
4838,Midterm,2025-04-20,50,434
4839,Midterm,2025-12-05,20,513
4840,Midterm,2025-10-06,100,211
4841,Quiz,2025-06-29,50,668
4842,Final,2025-04-14,20,364
4843,Final,2025-11-20,30,28
4844,Final,2025-02-09,100,94
4845,Midterm,2025-09-04,100,475
4846,Midterm,2025-09-18,20,629
4847,Quiz,2025-06-21,20,949
4848,Final,2025-10-12,30,464
4849,Midterm,2025-02-05,30,609
4850,Midterm,2025-12-28,100,244
4851,Midterm,2025-05-17,100,890
4852,Quiz,2025-02-04,50,237
4853,Quiz,2025-05-15,30,343
4854,Quiz,2025-09-05,100,672
4855,Final,2025-02-14,30,534
4856,Quiz,2025-04-02,50,295
4857,Final,2025-03-24,30,258
4858,Final,2025-05-15,100,169
4859,Final,2025-12-13,100,382
4860,Final,2025-06-12,50,12
4861,Midterm,2025-08-26,30,45
4862,Quiz,2025-06-08,50,5
4863,Midterm,2025-01-25,30,852
4864,Midterm,2025-06-15,50,618
4865,Final,2025-03-12,20,320
4866,Midterm,2025-01-06,100,483
4867,Quiz,2025-10-25,50,233
4868,Midterm,2025-03-11,20,229
4869,Midterm,2025-11-18,20,801
4870,Midterm,2025-07-21,50,160
4871,Midterm,2025-03-20,20,100
4872,Midterm,2025-03-25,30,15
4873,Final,2025-03-27,50,317
4874,Quiz,2025-02-06,50,588
4875,Midterm,2025-08-20,20,509
4876,Quiz,2025-04-06,30,248
4877,Quiz,2025-11-01,30,631
4878,Quiz,2025-03-09,50,207
4879,Final,2025-10-09,20,404
4880,Midterm,2025-10-29,30,864
4881,Midterm,2025-04-09,100,371
4882,Quiz,2025-05-21,20,760
4883,Midterm,2025-08-23,50,135
4884,Quiz,2025-11-16,20,753
4885,Quiz,2025-02-03,100,798
4886,Midterm,2025-07-26,20,835
4887,Midterm,2025-09-04,20,689
4888,Midterm,2025-03-13,30,724
4889,Midterm,2025-04-14,20,438
4890,Quiz,2025-10-06,50,124
4891,Quiz,2025-03-03,100,208
4892,Midterm,2025-08-27,20,377
4893,Final,2025-12-11,30,850
4894,Final,2025-07-28,50,118
4895,Final,2025-01-21,30,367
4896,Midterm,2025-01-30,100,593
4897,Final,2025-06-06,50,447
4898,Midterm,2025-07-09,100,336
4899,Midterm,2025-03-10,20,225
4900,Quiz,2025-05-24,30,683
4901,Final,2025-05-18,20,580
4902,Final,2025-05-20,30,293
4903,Final,2025-02-15,100,852
4904,Quiz,2025-09-17,20,50
4905,Final,2025-02-05,30,73
4906,Midterm,2025-08-20,20,260
4907,Quiz,2025-02-09,30,738
4908,Midterm,2025-10-01,100,675
4909,Midterm,2025-05-15,30,699
4910,Midterm,2025-02-05,20,931
4911,Midterm,2025-08-01,50,767
4912,Final,2025-09-11,30,612
4913,Final,2025-01-31,100,91
4914,Final,2025-06-04,20,865
4915,Quiz,2025-09-19,100,282
4916,Midterm,2025-02-22,50,484
4917,Final,2025-12-05,30,209
4918,Quiz,2025-07-03,30,772
4919,Midterm,2025-04-12,30,617
4920,Midterm,2025-01-20,100,950
4921,Final,2025-11-11,50,488
4922,Final,2025-11-15,30,754
4923,Final,2025-08-30,100,357
4924,Final,2025-04-08,20,373
4925,Quiz,2025-07-18,30,934
4926,Midterm,2025-12-20,20,901
4927,Final,2025-09-04,100,109
4928,Final,2025-12-12,100,916
4929,Midterm,2025-07-29,30,249
4930,Midterm,2025-06-03,30,498
4931,Midterm,2025-03-03,20,343
4932,Quiz,2025-07-21,30,51
4933,Quiz,2025-03-07,100,726
4934,Midterm,2025-02-20,50,360
4935,Final,2025-01-18,20,373
4936,Quiz,2025-06-15,30,524
4937,Final,2025-04-17,20,914
4938,Quiz,2025-11-12,30,312
4939,Quiz,2025-07-13,50,736
4940,Final,2025-12-08,100,744
4941,Quiz,2025-07-27,30,858
4942,Final,2025-12-27,20,455
4943,Midterm,2025-02-24,20,344
4944,Quiz,2025-08-15,30,900
4945,Midterm,2025-01-08,100,515
4946,Final,2025-03-25,100,259
4947,Midterm,2025-11-04,50,125
4948,Quiz,2025-08-24,50,222
4949,Final,2025-12-03,30,465
4950,Midterm,2025-03-19,20,245
4951,Final,2025-02-22,50,384
4952,Quiz,2025-02-15,30,147
4953,Midterm,2025-08-23,50,601
4954,Final,2025-02-07,100,414
4955,Quiz,2025-02-02,30,786
4956,Midterm,2025-12-29,50,684
4957,Final,2025-10-28,20,45
4958,Quiz,2025-10-13,50,105
4959,Quiz,2025-02-12,100,823
4960,Final,2025-11-29,100,937
4961,Quiz,2025-05-24,100,492
4962,Midterm,2025-02-12,100,78
4963,Final,2025-01-20,20,313
4964,Final,2025-07-15,20,346
4965,Final,2025-11-24,50,773
4966,Midterm,2025-11-26,100,467
4967,Quiz,2025-12-03,20,341
4968,Midterm,2025-09-22,30,659
4969,Midterm,2025-08-07,50,736
4970,Midterm,2025-08-10,30,189
4971,Final,2025-08-02,50,5
4972,Midterm,2025-11-01,20,269
4973,Midterm,2025-09-03,100,181
4974,Final,2025-08-10,30,161
4975,Midterm,2025-02-16,20,71
4976,Quiz,2025-01-24,50,338
4977,Quiz,2025-07-14,100,399
4978,Final,2025-10-26,30,630
4979,Final,2025-07-27,100,111
4980,Final,2025-11-03,100,195
4981,Quiz,2025-08-14,100,527
4982,Final,2025-06-19,100,293
4983,Quiz,2025-05-14,20,137
4984,Quiz,2025-06-27,20,686
4985,Final,2025-04-23,20,901
4986,Final,2025-12-09,20,507
4987,Quiz,2025-12-21,50,232
4988,Final,2025-11-22,100,252
4989,Midterm,2025-01-06,20,15
4990,Midterm,2025-07-17,50,917
4991,Midterm,2025-02-17,20,635
4992,Quiz,2025-10-17,20,333
4993,Quiz,2025-06-11,50,640
4994,Quiz,2025-08-02,30,829
4995,Quiz,2025-07-03,50,822
4996,Midterm,2025-09-27,100,656
4997,Midterm,2025-02-18,50,467
4998,Final,2025-01-09,20,920
4999,Quiz,2025-09-17,30,530
5000,Quiz,2025-07-29,30,599
5001,Midterm,2025-01-12,20,921
5002,Midterm,2025-07-29,100,261
5003,Final,2025-05-18,100,522
5004,Midterm,2025-02-09,30,906
5005,Midterm,2025-09-08,100,435
5006,Final,2025-12-27,30,41
5007,Midterm,2025-09-06,100,43
5008,Midterm,2025-12-16,30,274
5009,Final,2025-08-30,50,844
5010,Final,2025-06-12,30,734
5011,Midterm,2025-03-23,20,553
5012,Midterm,2025-04-01,50,446
5013,Midterm,2025-04-26,30,204
5014,Midterm,2025-07-16,50,810
5015,Final,2025-08-11,20,41
5016,Final,2025-01-16,50,554
5017,Final,2025-02-23,50,673
5018,Midterm,2025-04-24,30,204
5019,Final,2025-02-09,100,556
5020,Final,2025-08-17,50,870
5021,Midterm,2025-05-12,50,595
5022,Midterm,2025-06-11,100,812
5023,Quiz,2025-05-30,20,445
5024,Quiz,2025-06-11,20,371
5025,Final,2025-02-03,50,230
5026,Final,2025-05-14,30,182
5027,Midterm,2025-11-20,50,282
5028,Final,2025-04-27,20,6
5029,Final,2025-11-13,50,422
5030,Final,2025-07-27,100,687
5031,Midterm,2025-06-03,20,350
5032,Quiz,2025-08-21,20,776
5033,Quiz,2025-09-27,100,417
5034,Quiz,2025-11-03,30,648
5035,Final,2025-06-26,50,95
5036,Final,2025-03-26,50,138
5037,Quiz,2025-01-17,30,198
5038,Final,2025-08-08,20,606
5039,Midterm,2025-12-14,30,149
5040,Quiz,2025-11-27,100,927
5041,Final,2025-11-02,30,817
5042,Final,2025-05-13,30,755
5043,Quiz,2025-01-25,30,905
5044,Midterm,2025-09-06,30,97
5045,Final,2025-12-09,20,178
5046,Final,2025-05-03,30,400
5047,Final,2025-08-26,30,155
5048,Midterm,2025-06-19,30,880
5049,Midterm,2025-11-06,30,662
5050,Quiz,2025-10-05,30,538
5051,Quiz,2025-10-01,30,296
5052,Quiz,2025-06-14,30,560
5053,Final,2025-07-26,20,848
5054,Midterm,2025-03-13,20,897
5055,Final,2025-09-16,20,152
5056,Quiz,2025-05-23,30,761
5057,Quiz,2025-04-15,50,191
5058,Quiz,2025-10-27,100,396
5059,Quiz,2025-10-16,50,754
5060,Final,2025-09-27,20,210
5061,Midterm,2025-05-19,30,235
5062,Quiz,2025-07-19,50,506
5063,Midterm,2025-07-23,100,219
5064,Midterm,2025-11-23,30,176
5065,Final,2025-04-28,30,89
5066,Final,2025-09-30,50,761
5067,Quiz,2025-02-11,30,407
5068,Midterm,2025-06-02,50,777
5069,Quiz,2025-12-27,20,704
5070,Midterm,2025-02-18,30,47
5071,Midterm,2025-09-22,100,339
5072,Final,2025-11-04,100,424
5073,Final,2025-11-03,20,42
5074,Final,2025-04-01,20,253
5075,Final,2025-05-27,100,861
5076,Midterm,2025-01-19,100,490
5077,Final,2025-05-02,50,418
5078,Final,2025-05-13,50,660
5079,Quiz,2025-08-18,50,515
5080,Quiz,2025-09-24,100,58
5081,Midterm,2025-10-21,100,634
5082,Midterm,2025-08-12,50,917
5083,Quiz,2025-07-09,50,914
5084,Final,2025-07-23,20,818
5085,Quiz,2025-08-10,50,543
5086,Final,2025-09-02,50,774
5087,Final,2025-03-03,50,420
5088,Final,2025-01-30,20,606
5089,Final,2025-12-25,100,325
5090,Quiz,2025-04-10,100,661
5091,Midterm,2025-10-01,30,365
5092,Quiz,2025-01-30,50,807
5093,Final,2025-10-10,100,675
5094,Final,2025-10-03,20,26
5095,Final,2025-04-17,100,684
5096,Quiz,2025-07-29,30,746
5097,Quiz,2025-07-15,20,20
5098,Midterm,2025-06-25,100,623
5099,Final,2025-05-31,30,874
5100,Final,2025-06-08,20,120
5101,Final,2025-04-27,30,485
5102,Final,2025-08-01,100,788
5103,Quiz,2026-01-01,20,440
5104,Final,2025-03-10,30,286
5105,Midterm,2025-11-11,100,421
5106,Midterm,2025-12-16,30,614
5107,Final,2025-10-13,30,941
5108,Midterm,2025-11-29,20,850
5109,Midterm,2025-06-15,20,139
5110,Midterm,2025-09-24,20,528
5111,Final,2025-05-29,100,463
5112,Final,2025-05-03,30,259
5113,Midterm,2025-05-31,50,58
5114,Midterm,2025-03-04,30,690
5115,Quiz,2025-06-17,20,502
5116,Quiz,2025-11-20,100,606
5117,Midterm,2025-05-18,100,426
5118,Midterm,2025-11-27,50,827
5119,Quiz,2025-10-17,30,681
5120,Quiz,2025-12-17,50,387
5121,Midterm,2025-09-06,20,321
5122,Midterm,2025-05-02,30,486
5123,Quiz,2025-10-10,20,116
5124,Final,2025-04-08,50,340
5125,Final,2025-01-30,50,277
5126,Final,2025-06-23,50,585
5127,Quiz,2025-06-21,30,673
5128,Final,2025-10-24,100,298
5129,Quiz,2025-10-27,30,286
5130,Final,2025-11-03,30,702
5131,Quiz,2025-03-09,30,786
5132,Quiz,2025-04-22,100,271
5133,Final,2025-07-30,50,565
5134,Quiz,2025-12-19,100,325
5135,Quiz,2025-01-20,30,731
5136,Midterm,2025-07-07,50,117
5137,Final,2025-01-22,50,482
5138,Final,2025-11-11,50,728
5139,Final,2025-11-01,100,906
5140,Final,2025-02-24,30,129
5141,Midterm,2025-09-29,20,937
5142,Midterm,2025-06-29,20,100
5143,Final,2025-04-18,50,787
5144,Midterm,2025-07-21,20,205
5145,Quiz,2025-06-01,100,813
5146,Final,2025-07-08,100,284
5147,Quiz,2025-03-04,30,270
5148,Final,2025-07-01,50,66
5149,Final,2025-02-09,20,934
5150,Midterm,2025-03-15,30,145
5151,Quiz,2025-10-20,20,620
5152,Final,2025-09-11,50,63
5153,Midterm,2025-03-24,100,770
5154,Midterm,2025-11-06,100,789
5155,Final,2025-08-01,20,638
5156,Midterm,2025-04-10,100,460
5157,Midterm,2025-03-31,100,315
5158,Final,2025-09-25,100,179
5159,Quiz,2025-11-28,100,773
5160,Midterm,2025-04-02,50,21
5161,Final,2025-07-11,50,272
5162,Midterm,2025-05-02,30,747
5163,Quiz,2025-08-29,30,945
5164,Quiz,2025-08-30,20,190
5165,Final,2025-09-30,100,279
5166,Quiz,2025-02-27,30,677
5167,Midterm,2025-03-01,100,817
5168,Midterm,2025-05-28,50,206
5169,Quiz,2025-10-03,100,269
5170,Final,2025-02-26,50,341
5171,Quiz,2025-11-11,30,861
5172,Final,2025-05-21,20,192
5173,Final,2025-05-25,30,472
5174,Quiz,2025-02-16,100,272
5175,Midterm,2025-05-25,50,256
5176,Final,2025-04-10,30,449
5177,Quiz,2025-07-12,20,163
5178,Midterm,2025-12-19,50,1
5179,Quiz,2025-03-06,50,73
5180,Midterm,2025-05-19,50,478
5181,Quiz,2025-10-25,100,921
5182,Final,2025-10-06,100,110
5183,Quiz,2025-11-07,20,632
5184,Final,2025-02-26,20,32
5185,Quiz,2025-02-16,50,328
5186,Midterm,2025-08-10,20,412
5187,Quiz,2025-12-01,20,341
5188,Midterm,2025-09-13,30,727
5189,Quiz,2025-02-23,100,65
5190,Quiz,2025-08-01,20,278
5191,Final,2025-11-07,50,718
5192,Quiz,2025-03-11,30,14
5193,Midterm,2025-08-30,100,376
5194,Final,2025-05-17,20,839
5195,Midterm,2025-10-24,30,922
5196,Final,2025-09-26,50,159
5197,Midterm,2025-08-19,50,893
5198,Midterm,2025-07-27,50,881
5199,Final,2025-02-05,30,84
5200,Midterm,2026-01-01,20,649
5201,Quiz,2025-09-29,50,513
5202,Midterm,2025-07-17,30,869
5203,Midterm,2025-01-22,30,20
5204,Midterm,2025-01-21,30,200
5205,Quiz,2025-10-16,100,2
5206,Midterm,2025-06-18,20,931
5207,Final,2025-07-07,100,632
5208,Final,2025-04-30,100,271
5209,Quiz,2025-03-19,20,749
5210,Midterm,2025-12-14,100,633
5211,Midterm,2025-02-26,50,400
5212,Quiz,2025-11-06,100,950
5213,Midterm,2025-07-04,20,896
5214,Quiz,2025-05-13,20,458
5215,Final,2025-08-03,100,623
5216,Quiz,2025-02-25,100,545
5217,Midterm,2025-08-13,50,407
5218,Quiz,2025-06-09,30,516
5219,Quiz,2025-12-07,20,223
5220,Final,2025-11-20,100,661
5221,Midterm,2025-04-09,20,41
5222,Final,2025-11-10,20,347
5223,Final,2025-07-12,20,422
5224,Quiz,2025-01-04,20,350
5225,Final,2025-12-14,30,462
5226,Midterm,2025-04-04,20,17
5227,Final,2025-12-17,100,718
5228,Quiz,2025-09-06,50,546
5229,Quiz,2025-11-21,20,783
5230,Midterm,2025-12-03,100,892
5231,Final,2025-08-08,100,367
5232,Midterm,2025-10-09,20,471
5233,Final,2025-05-26,30,888
5234,Midterm,2025-02-22,50,178
5235,Quiz,2025-07-30,50,474
5236,Quiz,2025-10-28,30,554
5237,Quiz,2025-04-25,50,129
5238,Midterm,2025-10-13,20,891
5239,Midterm,2025-11-12,20,295
5240,Midterm,2025-07-07,50,363
5241,Final,2025-10-07,20,165
5242,Quiz,2025-06-17,50,50
5243,Midterm,2025-10-06,20,384
5244,Midterm,2025-09-20,30,895
5245,Quiz,2025-09-06,30,216
5246,Final,2025-02-11,20,943
5247,Quiz,2025-06-18,100,859
5248,Quiz,2025-09-10,100,607
5249,Final,2025-02-18,30,681
5250,Final,2025-02-14,100,941
5251,Quiz,2025-11-12,50,225
5252,Midterm,2025-12-03,30,105
5253,Quiz,2025-01-20,50,726
5254,Midterm,2025-10-22,30,849
5255,Midterm,2025-05-24,50,13
5256,Quiz,2025-12-16,100,262
5257,Final,2025-04-04,30,815
5258,Quiz,2025-06-08,20,430
5259,Quiz,2025-08-20,20,175
5260,Quiz,2025-02-21,20,403
5261,Final,2025-06-21,20,884
5262,Midterm,2025-03-17,20,781
5263,Quiz,2025-12-21,30,265
5264,Final,2025-01-27,100,852
5265,Final,2025-04-03,100,212
5266,Midterm,2025-08-19,50,582
5267,Midterm,2025-06-26,100,125
5268,Midterm,2025-10-03,50,242
5269,Quiz,2025-05-06,30,121
5270,Midterm,2025-05-05,30,51
5271,Midterm,2025-10-15,30,43
5272,Quiz,2025-07-09,20,30
5273,Quiz,2025-12-09,100,386
5274,Quiz,2025-04-30,20,699
5275,Midterm,2025-07-15,20,662
5276,Midterm,2025-11-05,20,804
5277,Quiz,2025-08-05,20,436
5278,Midterm,2025-09-28,50,481
5279,Final,2025-03-21,50,509
5280,Midterm,2025-12-27,100,712
5281,Final,2025-12-08,20,907
5282,Quiz,2025-01-20,20,338
5283,Final,2025-09-22,50,806
5284,Midterm,2025-11-27,20,214
5285,Midterm,2025-01-26,30,451
5286,Quiz,2025-08-17,30,115
5287,Final,2025-05-27,20,599
5288,Final,2025-06-17,50,845
5289,Final,2025-04-20,50,904
5290,Midterm,2025-01-09,20,205
5291,Final,2025-01-09,50,523
5292,Quiz,2025-06-04,50,751
5293,Quiz,2025-10-31,50,655
5294,Final,2025-04-26,20,583
5295,Final,2025-09-22,100,568
5296,Final,2025-04-18,30,579
5297,Final,2025-08-10,30,236
5298,Final,2025-02-08,20,685
5299,Quiz,2025-09-03,50,886
5300,Quiz,2025-09-02,100,226
5301,Quiz,2025-10-30,50,217
5302,Quiz,2025-03-19,20,109
5303,Final,2025-11-24,20,221
5304,Midterm,2025-03-15,100,313
5305,Quiz,2025-08-06,100,311
5306,Quiz,2025-10-20,50,630
5307,Quiz,2025-06-13,100,157
5308,Quiz,2025-08-22,50,67
5309,Final,2025-04-30,50,154
5310,Quiz,2025-08-10,100,854
5311,Midterm,2025-11-09,30,720
5312,Quiz,2025-02-27,20,806
5313,Midterm,2025-11-14,50,505
5314,Midterm,2025-03-17,30,336
5315,Final,2025-04-14,30,724
5316,Final,2025-12-12,20,669
5317,Quiz,2025-06-21,30,408
5318,Quiz,2025-11-06,50,513
5319,Midterm,2025-05-25,30,5
5320,Quiz,2025-03-11,30,803
5321,Quiz,2025-07-03,50,328
5322,Midterm,2025-06-06,20,565
5323,Midterm,2025-05-28,100,936
5324,Quiz,2025-10-19,30,691
5325,Midterm,2025-03-03,100,811
5326,Midterm,2025-11-18,20,581
5327,Midterm,2026-01-01,20,58
5328,Quiz,2025-04-19,100,512
5329,Midterm,2025-12-28,20,565
5330,Final,2025-02-04,20,280
5331,Midterm,2025-04-04,50,671
5332,Midterm,2025-10-02,30,597
5333,Quiz,2025-09-10,50,438
5334,Quiz,2025-10-23,50,613
5335,Final,2025-03-06,30,508
5336,Final,2025-07-04,30,170
5337,Midterm,2025-05-22,30,315
5338,Midterm,2025-07-12,50,565
5339,Midterm,2025-01-10,30,302
5340,Midterm,2025-11-08,20,590
5341,Quiz,2025-04-22,20,379
5342,Quiz,2025-03-15,100,932
5343,Midterm,2025-05-16,100,631
5344,Midterm,2025-09-14,20,181
5345,Midterm,2025-05-30,50,591
5346,Midterm,2025-09-07,20,471
5347,Quiz,2025-09-12,50,276
5348,Midterm,2025-12-08,20,561
5349,Final,2025-05-19,50,277
5350,Midterm,2025-12-04,30,468
5351,Midterm,2025-01-29,30,790
5352,Final,2025-10-19,50,645
5353,Final,2025-02-12,30,554
5354,Midterm,2025-02-04,100,885
5355,Midterm,2025-07-05,30,864
5356,Final,2025-07-07,20,71
5357,Final,2025-08-01,50,833
5358,Final,2025-11-13,30,498
5359,Midterm,2025-09-30,20,32
5360,Final,2025-06-05,30,583
5361,Final,2025-11-11,50,108
5362,Midterm,2025-04-28,100,444
5363,Quiz,2025-03-26,30,499
5364,Final,2025-01-29,50,35
5365,Quiz,2025-07-25,50,333
5366,Final,2025-06-24,100,76
5367,Final,2025-11-28,100,794
5368,Final,2025-01-10,20,851
5369,Final,2025-10-26,30,354
5370,Midterm,2025-08-24,50,757
5371,Midterm,2025-04-02,100,560
5372,Midterm,2025-02-04,30,834
5373,Midterm,2025-05-03,50,127
5374,Midterm,2025-12-31,30,793
5375,Final,2025-04-15,20,573
5376,Final,2025-06-24,100,450
5377,Final,2025-02-06,50,300
5378,Final,2025-04-16,30,265
5379,Quiz,2025-05-19,30,369
5380,Quiz,2025-12-07,20,510
5381,Midterm,2025-04-28,20,667
5382,Final,2025-06-27,20,261
5383,Midterm,2025-12-10,20,897
5384,Quiz,2025-11-28,30,532
5385,Midterm,2025-11-13,50,496
5386,Quiz,2025-04-24,50,872
5387,Midterm,2025-01-03,50,69
5388,Quiz,2025-09-09,100,545
5389,Final,2025-04-02,100,208
5390,Final,2025-05-04,20,148
5391,Midterm,2025-06-20,50,919
5392,Midterm,2025-04-08,100,139
5393,Midterm,2025-02-11,50,513
5394,Midterm,2025-04-05,50,87
5395,Final,2025-01-03,20,764
5396,Midterm,2025-07-29,20,124
5397,Midterm,2025-04-15,100,240
5398,Quiz,2025-11-10,30,2
5399,Midterm,2025-08-12,20,109
5400,Final,2025-01-12,50,949
5401,Midterm,2025-01-28,50,262
5402,Final,2025-12-17,100,387
5403,Quiz,2025-03-10,30,742
5404,Quiz,2025-03-08,30,861
5405,Midterm,2025-07-18,20,621
5406,Midterm,2025-08-15,30,118
5407,Midterm,2025-09-27,20,605
5408,Final,2025-07-09,20,135
5409,Final,2025-05-17,30,812
5410,Quiz,2025-11-30,100,664
5411,Final,2025-08-12,20,385
5412,Final,2025-11-25,30,455
5413,Final,2025-03-03,20,238
5414,Midterm,2025-03-03,20,679
5415,Midterm,2025-06-12,30,808
5416,Midterm,2025-08-28,20,382
5417,Quiz,2025-06-26,100,725
5418,Final,2025-11-08,100,816
5419,Midterm,2025-06-19,50,676
5420,Quiz,2025-01-04,30,414
5421,Midterm,2025-06-01,20,550
5422,Quiz,2025-08-05,30,236
5423,Midterm,2025-04-06,100,798
5424,Midterm,2025-12-27,50,251
5425,Midterm,2025-01-17,20,522
5426,Midterm,2025-03-19,50,362
5427,Midterm,2025-03-30,50,885
5428,Quiz,2025-02-17,30,595
5429,Quiz,2025-09-01,30,545
